part_number,manufacturer,family,description,component_type,target_file,verified_url
74456068,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456068.pdf
7445610,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445610.pdf
74456115,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456115.pdf
74456147,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456147.pdf
74456168,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456168.pdf
74456215,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456215.pdf
74456222,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456222.pdf
74456247,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456247.pdf
74457012,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457012.pdf
74457018,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457018.pdf
74457027,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457027.pdf
74457033,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457033.pdf
74457047,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457047.pdf
74457056,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457056.pdf
74457068,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457068.pdf
74457082,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457082.pdf
7445710,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445710.pdf
74457112,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457112.pdf
74457115,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457115.pdf
74457118,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457118.pdf
74457122,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457122.pdf
74457127,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457127.pdf
74457133,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457133.pdf
74457139,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457139.pdf
74457147,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457147.pdf
74457156,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457156.pdf
74457182,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457182.pdf
74457008,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457008.pdf
74456322,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456322.pdf
7445640,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445640.pdf
74456347,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456347.pdf
744764027,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764027.pdf
7447640027,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447640027.pdf
7445320,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445320.pdf
74455047,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455047.pdf
7447055,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447055.pdf
7445501,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445501.pdf
74455015,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455015.pdf
74455022,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455022.pdf
74455033,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455033.pdf
74455068,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455068.pdf
7445510,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445510.pdf
74455115,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455115.pdf
74455122,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455122.pdf
74455133,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455133.pdf
74455147,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455147.pdf
74455168,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455168.pdf
7445520,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445520.pdf
74455215,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74455215.pdf
7445101,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445101.pdf
74451015,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451015.pdf
74451022,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451022.pdf
74451033,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451033.pdf
74451047,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451047.pdf
74451068,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451068.pdf
74451115,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451115.pdf
74451122,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451122.pdf
74451133,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451133.pdf
74451147,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451147.pdf
74451168,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451168.pdf
74451215,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451215.pdf
74451222,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451222.pdf
744775318,Wurth Elektronik,WE-ASI,WE-ASI SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744775318.pdf
744764005,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764005.pdf
744775380,Wurth Elektronik,WE-ASI,WE-ASI SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744775380.pdf
744791220,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744791220.pdf
74454068,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454068.pdf
74457230,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457230.pdf
744790515,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744790515.pdf
74453156,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453156.pdf
74453168,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453168.pdf
74453182,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453182.pdf
74453031,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453031.pdf
7445403,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445403.pdf
744766218,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766218.pdf
744764139,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764139.pdf
744764018,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764018.pdf
74457247,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457247.pdf
74457212,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457212.pdf
74457215,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457215.pdf
74457218,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457218.pdf
74457222,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457222.pdf
74457227,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457227.pdf
74457233,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457233.pdf
74457239,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457239.pdf
74457256,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457256.pdf
74457268,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457268.pdf
74457282,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457282.pdf
74454247,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454247.pdf
74451039,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451039.pdf
744766012,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766012.pdf
744766018,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766018.pdf
744766056,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766056.pdf
744766082,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766082.pdf
7447660082,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447660082.pdf
744766001,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766001.pdf
7447660039,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447660039.pdf
7447660068,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447660068.pdf
744764118,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764118.pdf
744766118,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766118.pdf
74458133,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74458133.pdf
74458115,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74458115.pdf
74454268,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454268.pdf
74457006,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457006.pdf
7447640082,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447640082.pdf
7447018,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447018.pdf
7447019,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447019.pdf
74451233,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74451233.pdf
744764012,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764012.pdf
744766239,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766239.pdf
74458268,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74458268.pdf
74457010,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74457010.pdf
744776381,Wurth Elektronik,WE-ASI,WE-ASI SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744776381.pdf
